QS_IOTABLE,Mode,Code,typedef enum,ItemAttr,InitValue,Mark,MinValue,Mark,MaxValue,UnitCO,Figure,SI,SIbar,Imperial,MKS,Maｒk,HelpSI,HelpImperial,11110,11120,11130,11140,11150,11160,11210,11220,11230,11310,11320,11330,11331,11340,11350,11360,11410,11420,11430,11440,11450,11460,11461,11470,11510,11520,11530,12110,12120,12130,12140,12210,12220,12221,12230,12310,13110,13120,13130,13140,13150,13200,13300,13400,13500,14110,14120,14130,14140,14150,14160,14200,14300,14400,14500,14600,15110,15111,15112,15113,15114,15115,15116,15117,15118,15119,15120,15121,15122,,ENG Info,ENG Info short,Lengs,ENG Help,JPN Info,JPN Short name ,Lengs,JPN Help,DEU Info,DEU Short name ,Lengs,DEU Help,FRA Info,FRA Short name ,Lengs,FRA Help,CHN Info,CHN Short name ,Lengs,CHN Help,CHN Trad Info,CHN Trad Short name ,Lengs,CHN Trad Help,KOR Info,KOR Short name ,Lengs,KOR Help,ESP Info,ESP Info short,Lengs,ESP Help,RUS Info,RUS Info short,Lengs,RUS Help,PORT Info,PORT Info short,Lengs,PORT Help,TURKISH Info,TURKISH Info Short,Lengs,TURKISH Help,POLISH Info,POLISH Info Short,Lengs,POLISH Help,ITAL Info,ITAL Info short,Lengs,ITAL Help,ESP EU Info,ESP EU Info short,Lengs,ESP EU Help,NHL Info,NHL Info short,Lengs,NHL Help,THAI Info,THAI Info short,Lengs,THAI Help
GAS,I,7,GasTemp,0,,!,-273.15,,,0100,,0,0,1,0,Tg,°C,°F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Gas Temperature,Gas Temperature,19,,ガス温度,,,,Gastemperatur,,,,Température du gaz,,19,,气体温度,,,,氣體溫度,,,,가스온도,,,,Temperatura del Gas,Temp. Gas,,,Температура газа,,,,Temperatura do gás,,,,Gaz Sıcaklık,,,,Temperatura gazu,,,,Temperatura del gas,,,,Temperatura del gas,,,,Gastemperatuur,,,,อุณหภูมิแก๊ส,,,
GAS,I,8,GasFlowRate,0,,!,0,,,1400,,0,0,3,0,Qg,m³/min,CFM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Gas Flow Rate,Gas Flow Rate,19,,ガス流量,,,,Gasdurchsatz,,,,Débit du gaz,,19,,气体流量,,,,氣體流量,,,,가스유량,,,,Rango de Flujo del Gas,Rango de Flujo del Gas,,,Расход газа,,,,Vazão do gás ,,,,Gaz Akış Oranı,,,,Przepływ gazu,,,,Portata del gas,,,,Flujo del gas,,,,Gasdebiet,,,,อัตราการไหลของแก๊ส,,,
GAS,I,9,AirPrimPress,0,101.325,!,0,=,22064,0900,,7,9,8,10,p1,kPa abs,psia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Primary Pressure,Primary Pressure,19,,一次側圧力,,,,Vordruck,,,,Pression primaire,,19,,一次压力,,,,一次壓力,,,,일차측 압력,,,,Presión Primaria,Pres. Primaria,,,Давление на входе,,,,Pressão primária ,,,,Birincil Basınç ,,,,Ciśnienie wejściowe,,,,Pressione primaria,,,,Presión primaria,,,,Primaire druk,,,,ความดันขั้นแรก,,,
GAS,I,10,AirSecondPress,0,101.325,!,0,=,22064,0900,,7,9,8,10,p2,kPa abs,psia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Secondary Pressure,Secondary Pressure,19,,二次側圧力,,,,Gegendruck,,,,Pression secondaire,,19,,二次压力,,,,二次壓力,,,,이차측 압력,,,,Presión Secundaria,Pres. Secundaria,,,Давление на выходе,,,,Pressão secundária,,,,İkincil Basınç,,,,Ciśnienie wyjściowe,,,,Pressione secondaria,,,,Presión secundaria,,,,Secundaire druk,,,,ความดันขั้นที่สอง,,,
GAS,I,11,AirVelo,0,,!,0,,,1200,,0,0,3,0,v,m/s,ft/s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Air Velocity,Air Velocity,19,,空気流速,,,,Luftgeschwindigkeit,,,,Vitesse de l'air,,19,,空气流速,,,,空氣流速,,,,에어유속,,,,Velocidad del Aire,Vel. Aire,,,Скорость воздуха,,,,Velocidade do ar,,,,Hava Hızı,,,,Prędkość powietrza,,,,Velocità dell'aria,,,,Velocidad del aire,,,,Luchtsnelheid,,,,ความเร็วของอากาศ,,,
GAS,I,12,Molecular,0,1,!,0,,,,,-1,-1,-1,-1,M,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Gas Molecular Weight,Gas Molecular Wt,19,,ガス分子量,,,,Molekulargewicht Gas,,,,Poids moléculaire du gaz,,19,,气体分子量,,,,氣體分子量,,,,가스의 분자량,,,,Peso Molecular del Gas,Peso Molecular del Gas,,,Газовый молекулярный вес газа,,,,Peso molecular do gás,,,,Gaz Moleküler Ağırlığı,,,,Masa cząsteczkowa gazu,,,,Peso molecolare dell'aria,,,Il peso molecolare è il numero di molecole in una sostanza chimica,Peso molecular del gas,,,,Gasmolecuulgewicht,,,Het molecuulgewicht is het aantal moleculen in een chemische substantie.,น้ำหนักโมเลกุลของแก๊ส,,,น้ำหนักโมเลกุล คือ จำนวนโมเลกุลในสารเคมี
GAS,I,13,GasVisco,0,,!,0,,,1300,,0,0,4,2,Vi,mPa s,lbf s/in²,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Gas Viscosity,Gas Viscosity,19,,ガス粘度,,,,Viskosität Gas,,,,Viscosité du gaz,,19,,气体粘度,,,,氣體粘度,,,,가스의 점도,,,,Viscosidad del Gas,Viscosidad del Gas,,,Вязкость газа,,,,Viscosidade do gás,,,,Gaz Viskozitesi,,,,Lepkość gazu,,,,Viscosità del gas,,,,Viscosidad del gas,,,,Gasviscositeit,,,,ความหนืดของแก๊ส,,,
ALL,I,14,Relative,0,,!,0,=,100,2500,,0,0,0,0,Φ,%,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Relative Humidity,Relative Humidity,19,Relative humidity is the ratio of the actual vapor pressure to the pressure of saturated vapor at the prevailing dry-bulb temperature.,相対湿度,,,相対湿度とは、空気中の水蒸気量と飽和水蒸気量との比を％で表した値です。,Relative Feuchte,,,Die relative Luftfeuchte ist das Verhältnis des in der feuchten Luft vorhandenen Wasserdampfteildruckes zu dem bei gleicher Temperatur bei Sättigung vorhandenen Luftteildruckes.,Humidité relative,,19,L'humidité relative est la ratio entre la pression actuelle de la vapeur d'eau et celle de la vapeur d'eau saturée à la température courante,相对湿度,,,相对湿度指空气中水汽压与饱和水汽压的百分比。,相對濕度,,,相對濕度指空氣中水汽壓與飽和水汽壓的百分比。,상대습도,,,상대습도는 공기중의 수분량과 포화수증기량의 비를 ％로 표시한 것 입니다.,Húmedad Relativa,Húmedad Relativa,,La húmedad relativa es la relación de la presión de vapor real a la presión del vapor saturado a la prevaleciente temperatura de bulbo seco.,Относительная влажность,,,Относительная влажность - это отношение фактического влагосодержания к максимально возможной при данной температуре сухого термометра,Umidade relativa ,,,Umidade Relativa é a relação entre a pressão de vapor efetiva para a pressão de vapor saturado à temperatura que prevalesce no bulbo seco.,Bağıl Nem,,,"Bağıl Nem , geçerli olan kuru termometre sıcaklığında gerçek buhar basıncının doymuş buhar basıncına oranıdır.",Wilgotność względna,,,Wilgotność względna jest stosunkiem  ciśnienia pary wodnej w powietrzu do ciśnienia pary nasyconej w tej samej temperaturze.,Umidità relativa,,,L'umidità relativa è il rapporto tra la pressione di vapore effettiva e la  pressione del vapore di saturazione alla massima temperatura di bulbo-secco,Humedad relativa,,,La humedad relativa es la relación de la presión de vapor real con la presión del vapor saturado a la temperatura seca prevaleciente.,Relatieve vochtigheid,,,De relatieve vochtigheid is de verhouding van de feitelijke dampdruk tot de druk van de verzadigde damp bij de heersende droge luchttemperatuur.,ความชื้นสัมพัทธ์,,,ความชื้นสัมพัทธ์ คือ อัตราส่วนความดันไอที่แท้จริงกับความดันไออิ่มตัวที่อุณหภูมิกระเปาะแห้งทั่วไป
GAS,I,15,CoolTemp,0,,!,-273.15,,,0100,,0,0,1,0,Tc,°C,°F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Cooling Temperature,Cooling Temperature,19,,冷却温度,,,,Temperatur nach Abkühlung,,,,Température de refroidissement,,19,,冷却温度,,,,冷卻溫度,,,,냉각온도,,,,Temperatura de Enfriamiento,Temp. Enfriamiento,,,Температура охлаждения,,,,Temperatura de refriamento,,,,Soğutma Sıcaklığı,,,,Temperatura chłodzenia,,,,Temperatura di raffreddamento,,,,Temperatura de enfriamiento,,,,Koeltemperatuur,,,,อุณหภูมิเย็น,,,
GAS,I,16,GasVelo,0,,!,0,,,1200,,0,0,3,0,v,m/s,ft/s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Gas Velocity,Gas Velocity,19,,ガス流速,,,,Gasgeschwindigkeit,,,,Vitesse du gaz,,19,,气体流速,,,,氣體流速,,,,가스유속,,,,Velocidad del Gas,Vel. Gas,,,Скорость газа,,,,Velocidade do gás ,,,,Gaz Hızı,,,,Prędkość gazu,,,,Velocità del gas,,,,Velocidad del gas,,,,Gassnelheid,,,,ความเร็วของแก๊ส,,,
LQD,I,17,WtrPress,0,101.325,!,0,=,22064,0900,,7,9,8,10,pw,kPa abs,psia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Water Pressure,Water Pressure,19,,水の圧力,,,,Wasserdruck,,,,Pression de l'eau,,19,,水的圧力,,,,水的圧力,,,,물의 압력,,,,Presión del Agua,Pres. Agua,,,Давление воды,,,,Pressão da água,,,,Su Basıncı,,,,Ciśnienie wody,,,,Pressione dell'acqua,,,,Presión del agua,,,,Waterdruk,,,,ความดันน้ำ,,,
LQD,I,18,LqdFlowRate,0,,!,0,,,2400,,0,0,2,0,Ql,m³/h,gal/h,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Liquid Flow Rate,Liquid Flow Rate,19,,液体の流量,,,,Flüssigkeitsdurchsatz,,,,Débit du liquide,,19,,液体流量,,,,液體流量,,,,액체의 유량,,,,Rango de Flujo del Liquido,Rango de Flujo Liquido,,,Расход жидкости,,,,Vazão do líquido,,,,Sıvı Akış Debisi,,,,Przepływ cieczy,,,,Portata del liquido,,,,Flujo del líquido,,,,Vloeistofdebiet,,,,อัตราการไหลของของเหลว,,,
LQD,I,20,LqdVisco,0,1,!,0,,,1300,,0,0,4,2,ν,mPa s,lbf s/in²,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Liquid Viscosity,Liquid Viscosity,19,,液体の粘度,,,,Viskosität Flüssigkeit,,,,Viscosité du liquide,,19,,液体粘度,,,,液體粘度,,,,액체의 점도,,,,Viscosidad del Liquido,Viscosidad Liquido,,,Вязкость жидкости,,,,Viscosidade do líquido,,,,Sıvı Viskozite,,,,Lepkość cieczy,,,,Viscosità del liquido,,,,Viscosidad del líquido,,,,Vloeistofviscositeit,,,,ความหนืดของของเหลว,,,
LQD,I,21,WtrPrimPress,0,101.325,!,0,=,22064,0900,,7,9,8,10,p1,kPa abs,psia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Primary Pressure,Primary Pressure,19,,一次側圧力,,,,Vordruck,,,,Pression primaire,,19,,一次压力,,,,一次壓力,,,,일차측 압력,,,,Presión Primaria,Pres. Primaria,,,Давление на входе,,,,Pressão primária ,,,,Birincil Basınç,,,,Ciśnienie wejściowe,,,,Pressione primaria,,,,Presión primaria,,,,Primaire druk,,,,ความดันขั้นแรก,,,
LQD,I,22,WtrSecondPress,0,101.325,!,0,=,22064,0900,,7,9,8,10,p2,kPa abs,psia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Secondary Pressure,Secondary Pressure,19,,二次側圧力,,,,Gegendruck,,,,Pression secondaire,,19,,二次压力,,,,二次壓力,,,,이차측 압력,,,,Presión Secundaria,Pres. Secundaria,,,Давление на выходе,,,,Pressão secundária,,,,İkincil Basınç,,,,Ciśnienie wyjściowe,,,,Pressione secondaria,,,,Presión secundaria,,,,Secundaire druk,,,,ความดันขั้นที่สอง,,,
LQD,I,23,LqdInTemp,0,,!,-273.15,,,0100,,0,0,1,0,T1,°C,°F,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Liquid Inlet Temperature,Liquid Inlet Temp,19,Enter the temperature of the liquid at the inlet before heating.,液体入口温度,,,加熱する前の液体の温度を入力して下さい。,Flüssigkeitszulauftemperatur,,,Flüssigkeitstemperatur vor der Erwärmung eingeben.,Température d'entrée du liquide,,19,Entrer la température du liquide à chauffer ( température à l'entrée ),液体入口温度,,,请输入加热前入口处液体温度。,液體入口溫度,,,請輸入加熱前入口處液體溫度。,액체입구온도,,,가열하기 전의 액체온도를 입력해 주십시오.,Temperatura de Entrada del Liquido,Temp. Entrada Liquido,,Ingrese la temperatura del liquido en la entrada antes del calentamiento.,Температура жидкости на входе,,,Введите температуру воды перед нагревом,Temperatura de entrada do líquido,,,Introduza a temperatura do líquido na entrada antes do aquecimento.,Sıvı Giriş Sıcaklığı,,,Isıtma öncesinde girişteki sıvının sıcaklığını giriniz.,Temperatura wejściowa cieczy,,,Podaj temperaturę wejściową cieczy do ogrzania.,Temperatura d'ingresso del liquido,,,Inserire la temperatura del liquido all'ingresso prima del riscaldamento,Temperatura de entrada del líquido,,,Introduzca la temperatura del líquido en la entrada antes del calentamiento.,Vloeistofinlaattemperatuur,,,Voer de temperatuur van de vloeistof bij de inlaat vóór verwarming in.,อุณหภูมิช่องเข้าของของเหลว,,,ป้อนอุณหภูมิของเหลวที่ช่องเข้าก่อนทำความร้อน
